name,B,category,seq,account_name,amount,type,level,Ledger_Account_Number,element_name,English_Label
　　　Salaries,0.0,"Selling, general and administrative expenses",,Salaries,,1,3,10E200100,SalariesSGA,Salaries
　　　Wages,0.0,"Selling, general and administrative expenses",,Wages,,1,3,10E200110,WagesSGA,Wages
　　　Allowance,0.0,"Selling, general and administrative expenses",,Allowance,,1,3,10E200120,AllowanceSGA,Allowance
　　　Bonuses,0.0,"Selling, general and administrative expenses",,Bonuses,,1,3,10E200130,BonusesSGA,Bonuses
　　　Welfare expenses,0.0,"Selling, general and administrative expenses",,Welfare expenses,,1,3,10E200140,WelfareExpensesSGA,Welfare expenses
　　　Entertainment expenses,0.0,"Selling, general and administrative expenses",,Entertainment expenses,,1,3,10E200150,EntertainmentExpensesSGA,Entertainment expenses
　　　Travel expenses,0.0,"Selling, general and administrative expenses",,Travel expenses,,1,3,10E200160,TravelingExpensesSGA,Travel expenses
　　　Transportation expenses,0.0,"Selling, general and administrative expenses",,Transportation expenses,,1,3,10E200170,TransportationExpensesSGA,Transportation expenses
　　　Communication expenses,0.0,"Selling, general and administrative expenses",,Communication expenses,,1,3,10E200180,CommunicationExpensesSGA,Communication expenses
　　　Heating and lighting expenses,0.0,"Selling, general and administrative expenses",,Heating and lighting expenses,,1,3,10E200190,HeatingAndLightingExpensesSGA,Heating and lighting expenses
　　　Supplies expenses,0.0,"Selling, general and administrative expenses",,Supplies expenses,,1,3,10E200200,SuppliesExpensesSGA,Supplies expenses
　　　Taxes and dues,0.0,"Selling, general and administrative expenses",,Taxes and dues,,1,3,10E200210,TaxesAndDuesSGA,Taxes and dues
　　　Depreciation,0.0,"Selling, general and administrative expenses",,Depreciation,,1,3,10E200220,DepreciationSGA,Depreciation
　　　Repair expenses,0.0,"Selling, general and administrative expenses",,Repair expenses,,1,3,10E200230,RepairExpensesSGA,Repair expenses
　　　Insurance expenses,0.0,"Selling, general and administrative expenses",,Insurance expenses,,1,3,10E200240,InsuranceExpensesSGA,Insurance expenses
　　　Rent expenses on real estate,0.0,"Selling, general and administrative expenses",,Rent expenses on real estate,,1,3,10E200250,RentExpensesOnRealEstatesSGA,Rent expenses on real estate
　　　Provision of allowance for doubtful accounts,0.0,"Selling, general and administrative expenses",,Provision of allowance for doubtful accounts,,1,3,10E200260,ProvisionOfAllowanceForDoubtfulAccountsSGA,Provision of allowance for doubtful accounts
　　　Bad debts expenses,0.0,"Selling, general and administrative expenses",,Bad debts expenses,,1,3,10E200270,BadDebtsExpensesSGA,Bad debts expenses
　　　Provision for bonuses,0.0,"Selling, general and administrative expenses",,Provision for bonuses,,1,3,10E200280,ProvisionForBonusesSGA,Provision for bonuses
　　　Provision for retirement benefits for directors (and other officers),0.0,"Selling, general and administrative expenses",,Provision for retirement benefits for directors (and other officers),,1,3,10E200290,ProvisionForDirectorsRetirementBenefitsSGA,Provision for retirement benefits for directors (and other officers)
　　　Provision for bonuses for directors (and other officers),0.0,"Selling, general and administrative expenses",,Provision for bonuses for directors (and other officers),,1,3,10E200300,ProvisionForDirectorsBonusesSGA,Provision for bonuses for directors (and other officers)
　　　Retirement benefit expenses,0.0,"Selling, general and administrative expenses",,Retirement benefit expenses,,1,3,10E200310,RetirementBenefitExpensesSGA,Retirement benefit expenses
　　　Research and development expenses,0.0,"Selling, general and administrative expenses",,Research and development expenses,,1,3,10E200320,ResearchAndDevelopmentExpensesSGA,Research and development expenses
　　　Selling expenses,0.0,"Selling, general and administrative expenses",,Selling expenses,,1,3,10E200330,SellingExpensesSGA,Selling expenses
　　　General and administrative expenses,,"Selling, general and administrative expenses",,General and administrative expenses,,T,3,10E200340,GeneralAndAdministrativeExpensesSGAAbstract,General and administrative expenses
　　　　General and administrative expenses,0.0,"Selling, general and administrative expenses",,General and administrative expenses,,1,4,10E200350,GeneralAndAdministrativeExpensesSGA,General and administrative expenses
　　　Personnel expenses,0.0,"Selling, general and administrative expenses",,Personnel expenses,,1,3,10E200360,SalariesSGA,Personnel expenses
　　　Salaries and allowances,0.0,"Selling, general and administrative expenses",,Salaries and allowances,,1,3,10E200370,SalariesAndAllowancesSGA,Salaries and allowances
　　　Salaries and bonuses,0.0,"Selling, general and administrative expenses",,Salaries and bonuses,,1,3,10E200380,SalariesAndBonusesSGA,Salaries and bonuses
"　　　Salaries, allowances and bonuses",0.0,"Selling, general and administrative expenses",,"Salaries, allowances and bonuses",,1,3,10E200390,SalariesAllowancesAndBonusesSGA,"Salaries, allowances and bonuses"
　　　Salaries and allowances and welfare expenses,0.0,"Selling, general and administrative expenses",,Salaries and allowances and welfare expenses,,1,3,10E200400,SalariesAndAllowancesAndWelfareExpensesSGA,Salaries and allowances and welfare expenses
　　　Salaries and wages,0.0,"Selling, general and administrative expenses",,Salaries and wages,,1,3,10E200410,SalariesAndWagesSGA,Salaries and wages
　　　Bonuses and allowance,0.0,"Selling, general and administrative expenses",,Bonuses and allowance,,1,3,10E200420,BonusesAndAllowanceSGA,Bonuses and allowance
　　　Employees' salaries,0.0,"Selling, general and administrative expenses",,Employees' salaries,,1,3,10E200430,EmployeesSalariesSGA,Employees' salaries
　　　Employees' bonuses,0.0,"Selling, general and administrative expenses",,Employees' bonuses,,1,3,10E200440,EmployeesBonusesSGA,Employees' bonuses
　　　Employees' salaries and bonuses,0.0,"Selling, general and administrative expenses",,Employees' salaries and bonuses,,1,3,10E200450,EmployeesSalariesAndBonusesSGA,Employees' salaries and bonuses
　　　Employees' salaries and allowances,0.0,"Selling, general and administrative expenses",,Employees' salaries and allowances,,1,3,10E200460,EmployeesSalariesAndAllowancesSGA,Employees' salaries and allowances
"　　　Remuneration, salaries and allowances",0.0,"Selling, general and administrative expenses",,"Remuneration, salaries and allowances",,1,3,10E200470,CompensationsSalariesAndAllowancesSGA,"Remuneration, salaries and allowances"
"　　　Remuneration, salaries and allowances for directors (and other officers)",0.0,"Selling, general and administrative expenses",,"Remuneration, salaries and allowances for directors (and other officers)",,1,3,10E200480,DirectorsCompensationsSalariesAndAllowancesSGA,"Remuneration, salaries and allowances for directors (and other officers)"
　　　Retirement payments,0.0,"Selling, general and administrative expenses",,Retirement payments,,1,3,10E200490,RetirementPaymentsSGA,Retirement payments
　　　Provision for retirement benefits,0.0,"Selling, general and administrative expenses",,Provision for retirement benefits,,1,3,10E200500,ProvisionForRetirementBenefitsSGA,Provision for retirement benefits
　　　Retirement benefits for directors (and other officers),0.0,"Selling, general and administrative expenses",,Retirement benefits for directors (and other officers),,1,3,10E200510,DirectorsRetirementBenefitsSGA,Retirement benefits for directors (and other officers)
　　　Other salaries,0.0,"Selling, general and administrative expenses",,Other salaries,,1,3,10E200520,OtherSalariesSGA,Other salaries
　　　Legal and other welfare expenses,0.0,"Selling, general and administrative expenses",,Legal and other welfare expenses,,1,3,10E200530,LegalAndEmployeeBenefitsExpensesSGA,Legal and other welfare expenses
　　　Legal welfare expenses,0.0,"Selling, general and administrative expenses",,Legal welfare expenses,,1,3,10E200540,LegalWelfareExpensesSGA,Legal welfare expenses
　　　Share-based remuneration expenses,0.0,"Selling, general and administrative expenses",,Share-based remuneration expenses,,1,3,10E200550,ShareBasedCompensationExpensesSGA,Share-based remuneration expenses
　　　Amortization of goodwill,0.0,"Selling, general and administrative expenses",,Amortization of goodwill,,1,3,10E200560,AmortizationOfGoodwillSGA,Amortization of goodwill
　　　Share issuance cost,0.0,"Selling, general and administrative expenses",,Share issuance cost,,1,3,10E200570,StockIssuanceCostSGA,Share issuance cost
　　　Amortization of business commencement expenses,0.0,"Selling, general and administrative expenses",,Amortization of business commencement expenses,,1,3,10E200580,AmortizationOfBusinessCommencementExpensesSGA,Amortization of business commencement expenses
　　　Amortization of development expenses,0.0,"Selling, general and administrative expenses",,Amortization of development expenses,,1,3,10E200590,AmortizationOfDevelopmentExpensesSGA,Amortization of development expenses
　　　Fee expenses,0.0,"Selling, general and administrative expenses",,Fee expenses,,1,3,10E200600,CompensationsSGA,Fee expenses
　　　Consulting expenses,0.0,"Selling, general and administrative expenses",,Consulting expenses,,1,3,10E200610,ConsultingExpensesSGA,Consulting expenses
　　　Education and training expenses,0.0,"Selling, general and administrative expenses",,Education and training expenses,,1,3,10E200620,EducationAndTrainingExpensesSGA,Education and training expenses
　　　Training expenses,0.0,"Selling, general and administrative expenses",,Training expenses,,1,3,10E200630,TrainingExpensesSGA,Training expenses
　　　Recruiting expenses,0.0,"Selling, general and administrative expenses",,Recruiting expenses,,1,3,10E200640,RecruitingExpensesSGA,Recruiting expenses
　　　Offering expenses,0.0,"Selling, general and administrative expenses",,Offering expenses,,1,3,10E200650,OfferingExpensesSGA,Offering expenses
　　　Outsourcing expenses,0.0,"Selling, general and administrative expenses",,Outsourcing expenses,,1,3,10E200660,SubcontractExpensesSGA,Outsourcing expenses
　　　Administrative outsourcing expenses,0.0,"Selling, general and administrative expenses",,Administrative outsourcing expenses,,1,3,10E200670,OperationsConsignmentExpensesSGA,Administrative outsourcing expenses
　　　Outsourcing expenses,0.0,"Selling, general and administrative expenses",,Outsourcing expenses,,1,3,10E200680,BusinessConsignmentExpensesSGA,Outsourcing expenses
　　　Commission expenses,0.0,"Selling, general and administrative expenses",,Commission expenses,,1,3,10E200690,CommissionFeeSGA,Commission expenses
　　　Rent expenses,0.0,"Selling, general and administrative expenses",,Rent expenses,,1,3,10E200700,RentExpensesSGA,Rent expenses
　　　Facility expenses,0.0,"Selling, general and administrative expenses",,Facility expenses,,1,3,10E200710,FacilityExpensesSGA,Facility expenses
　　　Rent expenses on land and buildings,0.0,"Selling, general and administrative expenses",,Rent expenses on land and buildings,,1,3,10E200720,RentsSGA,Rent expenses on land and buildings
　　　Rent expenses on land and buildings,0.0,"Selling, general and administrative expenses",,Rent expenses on land and buildings,,1,3,10E200730,LeaseholdAndOfficeRentsSGA,Rent expenses on land and buildings
　　　Promotion expenses,0.0,"Selling, general and administrative expenses",,Promotion expenses,,1,3,10E200740,PromotionExpensesSGA,Promotion expenses
　　　Advertising and promotion expenses,0.0,"Selling, general and administrative expenses",,Advertising and promotion expenses,,1,3,10E200750,AdvertisingAndPromotionExpensesSGA,Advertising and promotion expenses
　　　Business advertising expenses,0.0,"Selling, general and administrative expenses",,Business advertising expenses,,1,3,10E200760,BusinessAdvertisingExpensesSGA,Business advertising expenses
　　　Agent fee,0.0,"Selling, general and administrative expenses",,Agent fee,,1,3,10E200770,AgentFeeSGA,Agent fee
　　　Provision for product warranties,0.0,"Selling, general and administrative expenses",,Provision for product warranties,,1,3,10E200780,ProvisionForProductWarrantiesSGA,Provision for product warranties
　　　Provision for warranties for completed construction,0.0,"Selling, general and administrative expenses",,Provision for warranties for completed construction,,1,3,10E200790,ProvisionForWarrantiesForCompletedConstructionSGA,Provision for warranties for completed construction
　　　Provision for special repairs,0.0,"Selling, general and administrative expenses",,Provision for special repairs,,1,3,10E200800,ProvisionForSpecialRepairsSGA,Provision for special repairs
　　　Provision for point card certificates,0.0,"Selling, general and administrative expenses",,Provision for point card certificates,,1,3,10E200810,ProvisionForPointCardCertificatesSGA,Provision for point card certificates
　　　Provision for loss on interest repayment,0.0,"Selling, general and administrative expenses",,Provision for loss on interest repayment,,1,3,10E200820,ProvisionForLossOnInterestRepaymentSGA,Provision for loss on interest repayment
　　　Provision for share-based remuneration,0.0,"Selling, general and administrative expenses",,Provision for share-based remuneration,,1,3,10E200830,GeneralAndAdministrativeExpensesSGAAbstract,Provision for share-based remuneration
　　　Provision for share-based remuneration for directors (and other officers),0.0,"Selling, general and administrative expenses",,Provision for share-based remuneration for directors (and other officers),,1,3,10E200840,ProvisionForDirectorsBonusesSGA,Provision for share-based remuneration for directors (and other officers)
　　　Provision for shareholder benefit program,0.0,"Selling, general and administrative expenses",,Provision for shareholder benefit program,,1,3,10E200850,GeneralAndAdministrativeExpensesSGAAbstract,Provision for shareholder benefit program
　　　Transportation and storage costs,0.0,"Selling, general and administrative expenses",,Transportation and storage costs,,1,3,10E200860,TransportationAndWarehousingExpensesSGA,Transportation and storage costs
　　　Freight costs,0.0,"Selling, general and administrative expenses",,Freight costs,,1,3,10E200870,FreightageExpensesSGA,Freight costs
　　　Freight and packing costs,0.0,"Selling, general and administrative expenses",,Freight and packing costs,,1,3,10E200880,FreightageAndPackingExpensesSGA,Freight and packing costs
　　　Freight and incidental costs,0.0,"Selling, general and administrative expenses",,Freight and incidental costs,,1,3,10E200890,FreightageRelatedExpensesSGA,Freight and incidental costs
　　　Packing and transportation costs,0.0,"Selling, general and administrative expenses",,Packing and transportation costs,,1,3,10E200900,PackingAndTransportationExpensesSGA,Packing and transportation costs
　　　Packing and delivery expenses,0.0,"Selling, general and administrative expenses",,Packing and delivery expenses,,1,3,10E200910,PackingAndDeliveryExpensesSGA,Packing and delivery expenses
　　　Freight-out,0.0,"Selling, general and administrative expenses",,Freight-out,,1,3,10E200920,SalesFareSGA,Freight-out
　　　Freight-out,0.0,"Selling, general and administrative expenses",,Freight-out,,1,3,10E200930,FreightOutSGA,Freight-out
　　　Distribution expenses,0.0,"Selling, general and administrative expenses",,Distribution expenses,,1,3,10E200940,DistributionExpensesSGA,Distribution expenses
　　　Shipment expenses,0.0,"Selling, general and administrative expenses",,Shipment expenses,,1,3,10E200950,ShipmentExpensesSGA,Shipment expenses
　　　Experimentation and research expenses,0.0,"Selling, general and administrative expenses",,Experimentation and research expenses,,1,3,10E200960,ExperimentAndResearchExpensesSGA,Experimentation and research expenses
　　　Development and research expenses,0.0,"Selling, general and administrative expenses",,Development and research expenses,,1,3,10E200970,DevelopmentAndResearchExpensesSGA,Development and research expenses
　　　Technical research expenses,0.0,"Selling, general and administrative expenses",,Technical research expenses,,1,3,10E200980,TechnicalResearchExpensesSGA,Technical research expenses
　　　Research expenses,0.0,"Selling, general and administrative expenses",,Research expenses,,1,3,10E200990,ResearchExpensesSGA,Research expenses
　　　Repair and maintenance expenses,0.0,"Selling, general and administrative expenses",,Repair and maintenance expenses,,1,3,10E201000,RepairAndMaintenanceSGA,Repair and maintenance expenses
　　　Donations,0.0,"Selling, general and administrative expenses",,Donations,,1,3,10E201010,ContributionSGA,Donations
　　　License fee,0.0,"Selling, general and administrative expenses",,License fee,,1,3,10E201020,LicenseFeeSGA,License fee
　　　Amortization of long-term prepaid expenses,0.0,"Selling, general and administrative expenses",,Amortization of long-term prepaid expenses,,1,3,10E201030,AmortizationOfLongTermPrepaidExpensesSGA,Amortization of long-term prepaid expenses
　　　Utilities expenses,0.0,"Selling, general and administrative expenses",,Utilities expenses,,1,3,10E201040,UtilitiesExpensesSGA,Utilities expenses
　　　Power utilities expenses,0.0,"Selling, general and administrative expenses",,Power utilities expenses,,1,3,10E201050,PowerUtilitiesExpensesSGA,Power utilities expenses
　　　Medical expenses,0.0,"Selling, general and administrative expenses",,Medical expenses,,1,3,10E201060,MedicalExpensesSGA,Medical expenses
　　　Business office tax,0.0,"Selling, general and administrative expenses",,Business office tax,,1,3,10E201070,OfficeTaxesSGA,Business office tax
　　　Enterprise tax,0.0,"Selling, general and administrative expenses",,Enterprise tax,,1,3,10E201080,EnterpriseTaxSGA,Enterprise tax
　　　Office cost,0.0,"Selling, general and administrative expenses",,Office cost,,1,3,10E201090,OfficeCostSGA,Office cost
　　　Stationery expenses,0.0,"Selling, general and administrative expenses",,Stationery expenses,,1,3,10E201100,StationeryExpensesSGA,Stationery expenses
　　　Office supplies expenses,0.0,"Selling, general and administrative expenses",,Office supplies expenses,,1,3,10E201110,OfficeSuppliesExpensesSGA,Office supplies expenses
　　　Vehicle expenses,0.0,"Selling, general and administrative expenses",,Vehicle expenses,,1,3,10E201120,VehicleExpensesSGA,Vehicle expenses
　　　Meeting expenses,0.0,"Selling, general and administrative expenses",,Meeting expenses,,1,3,10E201130,ConferenceExpensesSGA,Meeting expenses
　　　Membership fee,0.0,"Selling, general and administrative expenses",,Membership fee,,1,3,10E201140,MembershipFeeSGA,Membership fee
　　　Sundry expenses,0.0,"Selling, general and administrative expenses",,Sundry expenses,,1,3,10E201150,SundryExpensesSGA,Sundry expenses
　　　Book expenses,0.0,"Selling, general and administrative expenses",,Book expenses,,1,3,10E201160,BookExpensesSGA,Book expenses
　　　Print expenses,0.0,"Selling, general and administrative expenses",,Print expenses,,1,3,10E201170,PrintExpensesSGA,Print expenses
　　　Book and printing expenses,0.0,"Selling, general and administrative expenses",,Book and printing expenses,,1,3,10E201180,BookAndPrintingExpensesSGA,Book and printing expenses
　　　Research study expenses,0.0,"Selling, general and administrative expenses",,Research study expenses,,1,3,10E201190,ResearchStudyExpensesSGA,Research study expenses
　　　Investigation expenses,0.0,"Selling, general and administrative expenses",,Investigation expenses,,1,3,10E201200,InvestigationExpensesSGA,Investigation expenses
"　　　Travel, transportation and communication expenses",0.0,"Selling, general and administrative expenses",,"Travel, transportation and communication expenses",,1,3,10E201210,TransportationAndCommunicationExpensesSGA,"Travel, transportation and communication expenses"
　　　Travel and communication expenses,0.0,"Selling, general and administrative expenses",,Travel and communication expenses,,1,3,10E201220,TravelingAndCommunicationExpensesSGA,Travel and communication expenses
　　　Travel and transportation expenses,0.0,"Selling, general and administrative expenses",,Travel and transportation expenses,,1,3,10E201230,TravelingAndTransportationExpensesSGA,Travel and transportation expenses
　　　Communication and transportation expenses,0.0,"Selling, general and administrative expenses",,Communication and transportation expenses,,1,3,10E201240,CorrespondenceAndTransportationExpensesSGA,Communication and transportation expenses
　　　Trading related expenses,0.0,"Selling, general and administrative expenses",,Trading related expenses,,1,3,10E201250,TradingRelatedExpensesSGA,Trading related expenses
　　　Real estate related expenses,0.0,"Selling, general and administrative expenses",,Real estate related expenses,,1,3,10E201260,RealEstateRelatedExpensesSGA,Real estate related expenses
　　　Miscellaneous expenses,0.0,"Selling, general and administrative expenses",,Miscellaneous expenses,,1,3,10E201270,MiscellaneousExpensesSGA,Miscellaneous expenses
　　　Other selling expenses,0.0,"Selling, general and administrative expenses",,Other selling expenses,,1,3,10E201280,GeneralAndAdministrativeExpensesSGAAbstract,Other selling expenses
　　　Other general and administrative expenses,0.0,"Selling, general and administrative expenses",,Other general and administrative expenses,,1,3,10E201290,GeneralAndAdministrativeExpensesSGAAbstract,Other general and administrative expenses
　　　Other expenses,0.0,"Selling, general and administrative expenses",,Other expenses,,1,3,10E201300,GeneralAndAdministrativeExpensesSGAAbstract,Other expenses
　　　Other personnel expenses,0.0,"Selling, general and administrative expenses",,Other personnel expenses,,1,3,10E201310,OtherPersonnelCostAdministrativeExpenses,Other personnel expenses
　　　Other,0.0,"Selling, general and administrative expenses",,Other,,1,3,10E201320,GeneralAndAdministrativeExpensesSGAAbstract,Other
"　　　Selling, general and administrative expenses",0.0,"Selling, general and administrative expenses",,"Selling, general and administrative expenses",,1,3,10E201330,SellingGeneralAndAdministrativeExpenses,"Selling, general and administrative expenses"
　　Operating profit (loss),0.0,Profit and loss,,Operating profit (loss),,1,2,10F000110,OperatingIncome,Operating profit (loss)
　　　Operating profit (loss) - all businesses,0.0,Profit and loss,,Operating profit (loss) - all businesses,,1,3,10F000120,OperatingIncomeTotalBusiness,Operating profit (loss) - all businesses
　　Non-operating income,,Non-operating income,,Non-operating income,,T,2,10D200010,NonOperatingIncomeAbstract,Non-operating income
　　　Interest income,0.0,Non-operating income,,Interest income,,1,3,10D200020,InterestIncomeNOI,Interest income
　　　Interest on securities,0.0,Non-operating income,,Interest on securities,,1,3,10D200030,InterestOnSecuritiesNOI,Interest on securities
　　　Dividend income,0.0,Non-operating income,,Dividend income,,1,3,10D200040,DividendsIncomeNOI,Dividend income
　　　Purchase discounts,0.0,Non-operating income,,Purchase discounts,,1,3,10D200050,PurchaseDiscountsNOI,Purchase discounts
　　　Rental income from investment property,0.0,Non-operating income,,Rental income from investment property,,1,3,10D200060,RentOfRealEstateForInvestmentNOI,Rental income from investment property
　　　Refunded consumption taxes,0.0,Non-operating income,,Refunded consumption taxes,,1,3,10D200070,RefundedConsumptionTaxesNOI,Refunded consumption taxes
　　　Amortization of negative goodwill,0.0,Non-operating income,,Amortization of negative goodwill,,1,3,10D200080,AmortizationOfNegativeGoodwillNOI,Amortization of negative goodwill
　　　Share of profit of entities accounted for using equity method,0.0,Non-operating income,,Share of profit of entities accounted for using equity method,,1,3,10D200090,EquityInEarningsOfAffiliatesNOI,Share of profit of entities accounted for using equity method
　　　Foreign exchange gains,0.0,Non-operating income,,Foreign exchange gains,,1,3,10D200100,ForeignExchangeGainsNOI,Foreign exchange gains
　　　Gain on sales of securities,0.0,Non-operating income,,Gain on sales of securities,,1,3,10D200110,GainOnSalesOfSecuritiesNOI,Gain on sales of securities
　　　Gain on sales of investment securities,0.0,Non-operating income,,Gain on sales of investment securities,,1,3,10D200120,GainOnSalesOfInvestmentSecuritiesNOI,Gain on sales of investment securities
　　　Gain on valuation of investment securities,0.0,Non-operating income,,Gain on valuation of investment securities,,1,3,10D200130,GainOnValuationOfSecuritiesNOI,Gain on valuation of investment securities
　　　Gain on forfeiture of unclaimed dividends,0.0,Non-operating income,,Gain on forfeiture of unclaimed dividends,,1,3,10D200140,GainOnAdjustmentOfAccountPayableNOI,Gain on forfeiture of unclaimed dividends
　　　Gain on redemption of securities,0.0,Non-operating income,,Gain on redemption of securities,,1,3,10D200150,GainOnRedemptionOfSecuritiesNOI,Gain on redemption of securities
　　　Gain on investments in securities,0.0,Non-operating income,,Gain on investments in securities,,1,3,10D200160,GainOnInvestmentOfSecuritiesNOI,Gain on investments in securities
　　　Gain on valuation of securities,0.0,Non-operating income,,Gain on valuation of securities,,1,3,10D200170,GainOnValuationOfSecuritiesNOI,Gain on valuation of securities
　　　Gain on reversal of loss on valuation of investment securities,0.0,Non-operating income,,Gain on reversal of loss on valuation of investment securities,,1,3,10D200180,GainOnReversalOfLossOnValuationOfInvestmentSecuritiesNOI,Gain on reversal of loss on valuation of investment securities
　　　Gain on investments in capital,0.0,Non-operating income,,Gain on investments in capital,,1,3,10D200190,GainOnInvestmentsInCapitalNOI,Gain on investments in capital
　　　Gain on investments in investment partnerships,0.0,Non-operating income,,Gain on investments in investment partnerships,,1,3,10D200200,GainOnInvestmentsInPartnershipNOI,Gain on investments in investment partnerships
　　　Gain on investments in silent partnerships,0.0,Non-operating income,,Gain on investments in silent partnerships,,1,3,10D200210,GainOnInvestmentsInSilentPartnershipNOI,Gain on investments in silent partnerships
　　　Gain on investments in money held in trust,0.0,Non-operating income,,Gain on investments in money held in trust,,1,3,10D200220,GainOnInvestmentsInMoneyHeldInTrustNOI,Gain on investments in money held in trust
　　　Gain on valuation of derivatives,0.0,Non-operating income,,Gain on valuation of derivatives,,1,3,10D200230,GainOnValuationOfDerivativesNOI,Gain on valuation of derivatives
　　　Gain on valuation of interest rate swaps,0.0,Non-operating income,,Gain on valuation of interest rate swaps,,1,3,10D200240,GainOnValuationOfInterestRateSwapsNOI,Gain on valuation of interest rate swaps
　　　Gain on valuation of compound financial instruments,0.0,Non-operating income,,Gain on valuation of compound financial instruments,,1,3,10D200250,GainOnValuationOfCompoundFinancialInstrumentsNOI,Gain on valuation of compound financial instruments
　　　Consulting fee income,0.0,Non-operating income,,Consulting fee income,,1,3,10D200260,BusinessAdvisoryFeeNOI,Consulting fee income
　　　Technical advisory fee income,0.0,Non-operating income,,Technical advisory fee income,,1,3,10D200270,TechnicalAdvisoryFeeNOI,Technical advisory fee income
　　　Outsourcing service income,0.0,Non-operating income,,Outsourcing service income,,1,3,10D200280,FiduciaryObligationFeeNOI,Outsourcing service income
　　　Outsourcing service income,0.0,Non-operating income,,Outsourcing service income,,1,3,10D200290,OperationsConsignmentFeeNOI,Outsourcing service income
　　　Technical support fee income,0.0,Non-operating income,,Technical support fee income,,1,3,10D200300,TechnicalSupportFeeNOI,Technical support fee income
　　　Royalty income,0.0,Non-operating income,,Royalty income,,1,3,10D200310,RoyaltyIncomeNOI,Royalty income
　　　Interest on loans,0.0,Non-operating income,,Interest on loans,,1,3,10D200320,InterestOnLoansNOI,Interest on loans
　　　Commission income,0.0,Non-operating income,,Commission income,,1,3,10D200330,CommissionFeeNOI,Commission income
　　　Administrative service fee income,0.0,Non-operating income,,Administrative service fee income,,1,3,10D200340,OfficeWorkFeeNOI,Administrative service fee income
　　　Rental income,0.0,Non-operating income,,Rental income,,1,3,10D200350,RentIncomeNOI,Rental income
　　　Rental income from real estate,0.0,Non-operating income,,Rental income from real estate,,1,3,10D200360,RealEstateRentNOI,Rental income from real estate
　　　Rental income from non-current assets,0.0,Non-operating income,,Rental income from non-current assets,,1,3,10D200370,RentIncomeOnNoncurrentAssetsNOI,Rental income from non-current assets
　　　Rental income from facilities,0.0,Non-operating income,,Rental income from facilities,,1,3,10D200380,RentIncomeOnFacilitiesNOI,Rental income from facilities
　　　Rental income from buildings,0.0,Non-operating income,,Rental income from buildings,,1,3,10D200390,HouseRentIncomeNOI,Rental income from buildings
　　　Rental income from land and buildings,0.0,Non-operating income,,Rental income from land and buildings,,1,3,10D200400,LandAndHouseRentReceivedNOI,Rental income from land and buildings
　　　Insurance claim income,0.0,Non-operating income,,Insurance claim income,,1,3,10D200410,InsuranceIncomeNOI,Insurance claim income
　　　Insurance claim and dividend income,0.0,Non-operating income,,Insurance claim and dividend income,,1,3,10D200420,InsuranceAndDividendsIncomeNOI,Insurance claim and dividend income
　　　Insurance fee income,0.0,Non-operating income,,Insurance fee income,,1,3,10D200430,InsuranceFeeNOI,Insurance fee income
　　　Guarantee commission received,0.0,Non-operating income,,Guarantee commission received,,1,3,10D200440,GuaranteeCommissionReceivedNOI,Guarantee commission received
　　　Compensation income,0.0,Non-operating income,,Compensation income,,1,3,10D200450,CompensationIncomeNOI,Compensation income
　　　Interest and dividend income,0.0,Non-operating income,,Interest and dividend income,,1,3,10D200460,InterestAndDividendsIncomeNOI,Interest and dividend income
　　　Subsidy income,0.0,Non-operating income,,Subsidy income,,1,3,10D200470,SubsidyIncomeNOIBounty,Subsidy income
　　　Subsidy income,0.0,Non-operating income,,Subsidy income,,1,3,10D200480,SubsidyIncomeNOI,Subsidy income
　　　Sponsorship money income,0.0,Non-operating income,,Sponsorship money income,,1,3,10D200490,CoSponsorFeeNOI,Sponsorship money income
　　　Penalty income,0.0,Non-operating income,,Penalty income,,1,3,10D200500,PenaltyIncomeNOI,Penalty income
　　　Electricity sale income,0.0,Non-operating income,,Electricity sale income,,1,3,10D200510,MiscellaneousIncomeNOI,Electricity sale income
　　　Surrender value of insurance policies,0.0,Non-operating income,,Surrender value of insurance policies,,1,3,10D200520,InsurancePremiumsRefundedCancellationNOI,Surrender value of insurance policies
　　　Insurance return,0.0,Non-operating income,,Insurance return,,1,3,10D200530,InsuranceReturnNOI,Insurance return
　　　Dividend income of life insurance,0.0,Non-operating income,,Dividend income of life insurance,,1,3,10D200540,DividendsIncomeOfLifeInsuranceNOI,Dividend income of life insurance
　　　Dividend income of insurance,0.0,Non-operating income,,Dividend income of insurance,,1,3,10D200550,DividendsIncomeOfInsuranceNOI,Dividend income of insurance
　　　Commission for insurance office work,0.0,Non-operating income,,Commission for insurance office work,,1,3,10D200560,CommissionForInsuranceOfficeWorkNOI,Commission for insurance office work
　　　Gain on sales of non-current assets,0.0,Non-operating income,,Gain on sales of non-current assets,,1,3,10D200570,GainOnSalesOfNoncurrentAssetsNOI,Gain on sales of non-current assets
　　　Gain on donation of non-current assets,0.0,Non-operating income,,Gain on donation of non-current assets,,1,3,10D200580,GainOnDonationOfNoncurrentAssetsNOI,Gain on donation of non-current assets
　　　Gain on disposal of non-current assets,0.0,Non-operating income,,Gain on disposal of non-current assets,,1,3,10D200590,GainOnDisposalOfNoncurrentAssetsNOI,Gain on disposal of non-current assets
